zone_id,zone_name,source_geography,is_estimate,project_capacity_weight,allocation_share,crime_category,crime_metric,district_reported_crime_count,estimated_zone_crime_count,allocation_method
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,c) Kidnapping for Ransom (Sec. 140(2) BNS/Sec. 364A IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,d) Importation of Girls from Foreign Country (Sec. 141 BNS/Sec. 366-B IPC),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Kidnapping & Abduction of Women,"e) K&A of Women – Others (Sec. 140(3), 140(4),142 BNS/Sec. 365, 367-368 IPC)",1,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,208,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,104,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,83,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,166,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,62,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Total IPC/BNS Crimes against Women,Total IPC/BNS Crimes against Women,748,125,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,"Dowry Prohibition Act, 1961","Dowry Prohibition Act, 1961",0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,1,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),Immoral Traffic (Prevention) Act (Total a+b+c+d+e),3,1,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),"a) Procuring, inducing Children for the sake of prostitution (Sec. 5)",1,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),b) Detaining a person in premises where prostitution is carried on(Sec. 6),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,1,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),c) Prostitution in or in the vicinity of public places (Sec. 7),2,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),d) Seducing or soliciting for purpose of prostitution (Sec. 8),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Immoral Traffic (Prevention) Act 1956 (Women Victim Cases only),e) Other Sections under ITP Act,0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,"Protection of Women from Domestic Violence Act, 2005","Protection of Women from Domestic Violence Act, 2005",0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),Cyber Crimes/Information Technology Act (Total a+b),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),a) Publishing or Transmitting of Sexually Explicit Material (Sec 67A/67B(Girls) IT Act),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Cyber Crimes/Information Technology Act (Women Centric Crimes Only),b) Other Women Centric Cyber Crimes (ex: Blackmailing/Defamation/Morphing/Fake Profile),0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,36,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,18,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,14,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,29,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,11,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),POCSO Act (Total a+b+c+d+e),129,21,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,28,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,14,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,11,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,23,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,9,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),a) POCSO Act Sec. 4 & 6,102,17,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,1,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,1,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,1,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),b) POCSO Act Sec. 8 & 10,4,1,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,6,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,3,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,3,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,5,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,2,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),c) POCSO Act Sec. 12,23,4,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),d) POCSO Act Sec. 14 & 15,0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Protection of Children from Sexual Violence Act (Girl Child Victims Only),e) POCSO Act Sec. 17-22,0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
